SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL
TID#62,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, TV Consoles,Vintage White,,,Poplar Solids / Birch Veneers,,,,,,,,,,,,,,,,,,"Multi-step long lasting finish, Levelers included to easily level and align your furniture, Slots in Backpanel designed for ventilation and Cord Management, Adjustable wood shelves for design flexibility, Glass door(s) enable media remote functionality, Soundbar opening designed to accommodate the latest technology, Each piece of Parker House furniture is unique and features slightly different colorations. Finish colors vary depending on the screen used for viewing. The best way to ensure your furniture matches your expectations is to see it (or a swatch) in person.",,,62 in.,17 in.,30 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/products/TID_Ent_LAM_back_sm_160e7d1b-128b-4505-8146-438a3b056a68_2048x.jpg?v=1705332373,https://parker-house.com/cdn/shop/files/TID_62_2048x.jpg?v=1705332373,https://parker-house.com/cdn/shop/products/TV_Size_Guide_3e59e89c-20f4-4c04-ba61-7afa7722f603_2048x.jpg?v=1705332373,https://parker-house.com/cdn/shop/products/TID_Ent_LAM_front_sm_77a4600b-8581-47cc-a1c8-4daffe8aa066_2048x.jpg?v=1705332373,https://parker-house.com/cdn/shop/files/TID_62_angle_silo_2048x.jpg?v=1705332373,,,,,,,,,,,"From the first moment you see it, the 62-inch TV Console from the Tidewater collection is destined to become a must-have. Perfect for displaying your media and electronics, it features glass doors, adjustable wood shelves, cord management, ventilation and a sound bar opening. Its fresh Vintage White finish conveys endless charm while feeling at-home in any space.","From the first moment you see it, the 62-inch TV Console from the Tidewater collection is destined to become a must-have. Perfect for displaying your media and electronics, it features glass doors, adjustable wood shelves, cord management, ventilation and a sound bar opening. Its fresh Vintage White finish conveys endless charm while feeling at-home in any space.",,,,,,,Normal,https://parker-house.com/collections/tv-consoles/products/tid-62
TID#72,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, TV Consoles,Vintage White,,,Poplar Solids / Birch Veneers,,,,,,,,,,,,,,,,,,"Multi-step long lasting finish, Levelers included to easily level and align your furniture, Slots in Backpanel designed for ventilation and Cord Management, Adjustable wood shelves for design flexibility, Glass door(s) enable media remote functionality, Soundbar opening designed to accommodate the latest technology, Each piece of Parker House furniture is unique and features slightly different colorations. Finish colors vary depending on the screen used for viewing. The best way to ensure your furniture matches your expectations is to see it (or a swatch) in person.",,,72 in.,17 in.,30 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/products/TV_Size_Guide_f10757f9-6fe0-4ab2-83ee-09373466dc6d_2048x.jpg?v=1705332476,https://parker-house.com/cdn/shop/files/TID_72_angle_silo_2048x.jpg?v=1705332476,https://parker-house.com/cdn/shop/files/TID_72_room_da487faa-509e-4518-a8b2-08ac72c70cd2_2048x.jpg?v=1705332505,,,,,,,,,,,,,"From the first moment you see it, the 72-inch TV Console from the Tidewater collection is destined to become a must-have. Perfect for displaying your media and electronics, it features glass doors, adjustable wood shelves, cord management, ventilation and a sound bar opening. Its fresh Vintage White finish conveys endless charm while feeling at-home in any space.","From the first moment you see it, the 72-inch TV Console from the Tidewater collection is destined to become a must-have. Perfect for displaying your media and electronics, it features glass doors, adjustable wood shelves, cord management, ventilation and a sound bar opening. Its fresh Vintage White finish conveys endless charm while feeling at-home in any space.",,,,,,,Normal,https://parker-house.com/collections/tv-consoles/products/tid-72
WAS#412,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, TV Consoles,Washed Charcoal,,,Poplar Solids / Birch Veneers,,,,,,,,,,,,,,,,,,"Multi-step long lasting finish, Levelers included to easily level and align your furniture, Slots in Backpanel designed for ventilation and Cord Management, Fixed shelf storage openings, Drawers have dovetail joinery with ball bearing glides, Glass door with Wood trim, Soundbar opening designed to accommodate the latest technology, Each piece of Parker House furniture is unique and features slightly different colorations. Finish colors vary depending on the screen used for viewing. The best way to ensure your furniture matches your expectations is to see it (or a swatch) in person.",,,66 in.,17 in.,30 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/products/WAS_LAM_back_4d461004-957a-4a4d-bab9-26b58809ff77_2048x.jpg?v=1670426631,https://parker-house.com/cdn/shop/products/WAS_412_angle_room_ad70f38f-c52c-4bb7-9566-a9bfd981e3c0_2048x.jpg?v=1711477133,https://parker-house.com/cdn/shop/products/WAS_412_front_room_2048x.jpg?v=1639845762,https://parker-house.com/cdn/shop/products/WAS_LAM_front_sm_39a029d9-5ef0-4680-bfc7-7e3b99e4486f_2048x.jpg?v=1670426631,https://parker-house.com/cdn/shop/products/TV_Size_Guide_383071fd-ac7e-4fed-85c9-ff6069abe075_2048x.jpg?v=1670426631,https://parker-house.com/cdn/shop/products/WAS_412_angle_tv_silo_2048x.jpg?v=1639845762,https://parker-house.com/cdn/shop/products/WAS412-dim_2048x.jpg?v=1670426633,https://parker-house.com/cdn/shop/products/WAS_412_ISO_2048x.jpg?v=1670426633,,,,,,,,"A stylish media solution for today's modern homes, the 66-inch TV Console from the Washington Heights collection is destined to be a favorite. Its innovative functionality and storage capacity is complemented by a rich Washed Charcoal finish and updated traditional design detailing.","A stylish media solution for today's modern homes, the 66-inch TV Console from the Washington Heights collection is destined to be a favorite. Its innovative functionality and storage capacity is complemented by a rich Washed Charcoal finish and updated traditional design detailing.",,,,,,,Normal,https://parker-house.com/collections/tv-consoles/products/was-412
AME#92-3-COT,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, Entertainment Walls,Cotton,,,Poplar Solids / Birch Veneers with Oak Top,,,,,,,,,,,,,,,,,,"Custom Painted Finish with contrasting Weathered Natural wood top, Levelers included to easily level and align your furniture, Energy-efficient LED lighting with 3-way touch dimmer button, Slots in Backpanel designed for ventilation and Cord Management, Adjustable wood shelves for design flexibility, Drawers have dovetail joints on front and back with full-extension ball bearing glides, Wood Door, Glass door with Wood trim",,,95 in.,18 in.,88 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/products/TV_Size_Guide_2048x.jpg?v=1639836397,https://parker-house.com/cdn/shop/products/AME_LAM_back_sm_3287d8ab-b099-4e38-af3e-9af08b17e24e_2048x.jpg?v=1639836397,https://parker-house.com/cdn/shop/products/AME_LAM_front_sm_d68fadac-7aef-4b0d-ba2b-01d5dd50137a_2048x.jpg?v=1639836397,https://parker-house.com/cdn/shop/products/AME_92-3-COT_TV_room_2048x.jpg?v=1711476688,https://parker-house.com/cdn/shop/products/AME_92-3-COT_TV_silo_2048x.jpg?v=1639836397,,,,,,,,,,,"Surround your television and components in classic style with this 92-inch TV Console with Hutch. Simple yet elegant, its classic silhouette is finished in a soft, off-white shade of Cotton with a contrasting wood-grain top in Weathered Natural. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.","Surround your television and components in classic style with this 92-inch TV Console with Hutch. Simple yet elegant, its classic silhouette is finished in a soft, off-white shade of Cotton with a contrasting wood-grain top in Weathered Natural. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.",,,,,,,Normal,https://parker-house.com/collections/entertainment-walls/products/ame-92-3-cot
AME#92-4-COT,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, Entertainment Walls,Cotton,,,Poplar Solids / Birch Veneers with Oak Top,,,,,,,,,,,,,,,,,,,,,95 in.,18 in.,88 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/files/AME_92-4-DEN_front-silo_1_standard_2048x.jpg?v=1698079366,https://parker-house.com/cdn/shop/products/AME_LAM_back_sm_fb6b52c6-2b32-4f21-b37e-df73e28c61b0_2048x.jpg?v=1698079366,https://parker-house.com/cdn/shop/files/AME_92-4-COT_angle_fall_room_2048x.jpg?v=1698079366,https://parker-house.com/cdn/shop/products/AME_92-4-COT_room_2048x.jpg?v=1698079366,https://parker-house.com/cdn/shop/files/AME_92-4-COT_front-tv-silo_1_standard_2048x.jpg?v=1698079366,https://parker-house.com/cdn/shop/products/TV_Size_Guide_ac40c71e-8317-4798-be45-9fb0371147fc_2048x.jpg?v=1698079366,https://parker-house.com/cdn/shop/products/AME92-4-COT-dim_2048x.jpg?v=1698079366,https://parker-house.com/cdn/shop/products/AME_LAM_front_sm_319e8ab7-0e84-4ab2-8f53-a336f4d0d945_2048x.jpg?v=1698079366,,,,,,,,"Surround your television and components in classic style with this 92-inch TV Console with Hutch and back panel. Simple yet elegant, its classic silhouette is finished in a soft, off-white shade of Cotton with a contrasting wood-grain top in Weathered Natural. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.","Surround your television and components in classic style with this 92-inch TV Console with Hutch and back panel. Simple yet elegant, its classic silhouette is finished in a soft, off-white shade of Cotton with a contrasting wood-grain top in Weathered Natural. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.",,,,,,,Normal,https://parker-house.com/collections/entertainment-walls/products/ame-92-4-cot
AME#92-3-DEN,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, Entertainment Walls,Denim,,,Poplar Solids / Birch Veneers,,,,,,,,,,,,,,,,,,"Custom Painted Finish with contrasting Sable wood top, Levelers included to easily level and align your furniture, Energy-efficient LED lighting with 3-way touch dimmer button, Slots in Backpanel designed for ventilation and Cord Management, Adjustable wood shelves for design flexibility, Drawers have dovetail joints on front and back with full-extension ball bearing glides, Wood Door, Glass door with Wood trim",,,95 in.,18 in.,88 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/products/AME_LAM_back_sm_693a83bd-b2a5-47b7-9bac-65ffcdb99ff5_2048x.jpg?v=1639836406,https://parker-house.com/cdn/shop/products/TV_Size_Guide_92ea6997-9b61-4b8b-98a0-300a953af1bb_2048x.jpg?v=1639836406,https://parker-house.com/cdn/shop/products/AME_92-3-DEN_silo_2048x.jpg?v=1639836406,https://parker-house.com/cdn/shop/products/AME_92-3-DEN_TV_room_1acc1b5c-bfa4-490d-9e35-aa56bab263ae_2048x.jpg?v=1692721514,https://parker-house.com/cdn/shop/products/AME_LAM_front_sm_b24bf5c5-0112-4571-ad68-b80766351740_2048x.jpg?v=1639836406,https://parker-house.com/cdn/shop/products/AME_92-3-DEN_room_2048x.jpg?v=1639836406,,,,,,,,,,"Surround your television and components in classic style with this 92-inch TV Console with Hutch. Simple yet elegant, its classic silhouette is finished in a Denim blue with a contrasting Sable wood finish. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.","Surround your television and components in classic style with this 92-inch TV Console with Hutch. Simple yet elegant, its classic silhouette is finished in a Denim blue with a contrasting Sable wood finish. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.",,,,,,,Normal,https://parker-house.com/collections/entertainment-walls/products/ame-92-3-den
AME#92-4-DEN,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, Entertainment Walls,Denim,,,Poplar Solids / Birch Veneers,,,,,,,,,,,,,,,,,,"Custom Painted Finish with contrasting Sable wood top, Levelers included to easily level and align your furniture, Energy-efficient LED lighting with 3-way touch dimmer button, Slots in Backpanel designed for ventilation and Cord Management, Adjustable wood shelves for design flexibility, Drawers have dovetail joints on front and back with full-extension ball bearing glides, Wood Door, Glass door with Wood trim",,,95 in.,18 in.,88 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/files/AME_92-4-DEN_front_tv_silo_2048x.jpg?v=1697754806,https://parker-house.com/cdn/shop/products/AME_92-4-DEN_room_bfb1cba9-157f-47a3-92cf-f73977e6b013_2048x.jpg?v=1711476452,https://parker-house.com/cdn/shop/products/AME_LAM_front_sm_3d0c8290-ea0e-4781-ac0e-8cc197b0facc_2048x.jpg?v=1697754805,https://parker-house.com/cdn/shop/products/AME_LAM_back_sm_25d0a741-f298-4602-b476-c8097c153d4d_2048x.jpg?v=1697754805,https://parker-house.com/cdn/shop/products/TV_Size_Guide_48f7f543-77af-45e2-a63d-8b053eb02b49_2048x.jpg?v=1697754805,https://parker-house.com/cdn/shop/files/AME_92-4-DEN-front-silo_2048x.jpg?v=1697754806,https://parker-house.com/cdn/shop/products/AME92-4-DEN-dim_2048x.jpg?v=1697754805,,,,,,,,,"Surround your television and components in classic style with this 92-inch TV Console with Hutch and back panel. Simple yet elegant, its classic silhouette is finished in a Denim blue with a contrasting Sable wood finish. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.","Surround your television and components in classic style with this 92-inch TV Console with Hutch and back panel. Simple yet elegant, its classic silhouette is finished in a Denim blue with a contrasting Sable wood finish. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.",,,,,,,Normal,https://parker-house.com/collections/entertainment-walls/products/ame-92-4-den
AME#92-3-DOV,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, Entertainment Walls,Dove,,,Poplar Solids / Birch Veneers with Oak Top,,,,,,,,,,,,,,,,,,"Custom Painted Finish with contrasting Weathered Natural wood top, Levelers included to easily level and align your furniture, Energy-efficient LED lighting with 3-way touch dimmer button, Slots in Backpanel designed for ventilation and Cord Management, Adjustable wood shelves for design flexibility, Drawers have dovetail joints on front and back with full-extension ball bearing glides, Wood Door, Glass door with Wood trim",,,95 in.,18 in.,88 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/products/AME_LAM_front_sm_4f5983c2-a243-48cf-a97e-b7511be4874a_2048x.jpg?v=1639836413,https://parker-house.com/cdn/shop/products/AME_92-3-DOV_TV_room_2afda653-3849-47b4-b1bc-c53ee3d92bb5_2048x.jpg?v=1692721991,https://parker-house.com/cdn/shop/products/AME_LAM_back_sm_ead25627-52c2-4432-bcae-ec9e2afdb050_2048x.jpg?v=1639836413,https://parker-house.com/cdn/shop/products/TV_Size_Guide_95fc6ae0-bf96-411d-9b24-4fb710b35243_2048x.jpg?v=1639836413,,,,,,,,,,,,"Surround your television and components in classic style with this 92-inch TV Console with Hutch. Simple yet elegant, its classic silhouette is finished in a Dove grey with a contrasting wood-grain top in Weathered Natural. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.","Surround your television and components in classic style with this 92-inch TV Console with Hutch. Simple yet elegant, its classic silhouette is finished in a Dove grey with a contrasting wood-grain top in Weathered Natural. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.",,,,,,,Normal,https://parker-house.com/collections/entertainment-walls/products/ame-92-3-dov
AME#92-4-DOV,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, Entertainment Walls,Dove,,,Poplar Solids / Birch Veneers with Oak Top,,,,,,,,,,,,,,,,,,"Custom Painted Finish with contrasting Weathered Natural wood top, Levelers included to easily level and align your furniture, Energy-efficient LED lighting with 3-way touch dimmer button, Slots in Backpanel designed for ventilation and Cord Management, Adjustable wood shelves for design flexibility, Drawers have dovetail joints on front and back with full-extension ball bearing glides, Wood Door, Glass door with Wood trim",,,95 in.,18 in.,88 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/products/AME_LAM_front_sm_badb23fd-45fb-47ee-a412-ac5e956291ff_2048x.jpg?v=1697754761,https://parker-house.com/cdn/shop/products/AME_LAM_back_sm_e2e05d52-a417-488c-ae7a-281e5e40b666_2048x.jpg?v=1697754761,https://parker-house.com/cdn/shop/files/AME_92-4-DOV_front_tv_silo_2048x.jpg?v=1697754761,https://parker-house.com/cdn/shop/products/AME_92-4-DOV_room_009cf686-fffe-4561-87b3-bc1d2f0b7d01_2048x.jpg?v=1692721973,https://parker-house.com/cdn/shop/products/AME92-4-DOV-dim_2048x.jpg?v=1697754761,https://parker-house.com/cdn/shop/files/AME_92-4-DOV_front_silo_2048x.jpg?v=1697754761,https://parker-house.com/cdn/shop/products/TV_Size_Guide_b7e6ae51-f175-4bcf-8b54-1ec854f99524_2048x.jpg?v=1697754761,,,,,,,,,"Surround your television and components in classic style with this 92-inch TV Console with Hutch and back panel. Simple yet elegant, its classic silhouette is finished in a Dove grey with a contrasting wood-grain top in Weathered Natural. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.","Surround your television and components in classic style with this 92-inch TV Console with Hutch and back panel. Simple yet elegant, its classic silhouette is finished in a Dove grey with a contrasting wood-grain top in Weathered Natural. Part of the Americana Modern collection, this multifunctional media solution features adjustable wood shelves, storage drawers and compartments, 3-way LED touch-lighting, glass doors with wood trim, and cord management.",,,,,,,Normal,https://parker-house.com/collections/entertainment-walls/products/ame-92-4-dov
ASC#90-2-DCH-SET,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, Entertainment Walls,,,,,,,,,,,,,,,,,,,,,,"Dark chocolate finish with oak veneers, Contrasting shagreen accent panels across both console and hutch, Backlit accent panel on hutch, Adjustable interior shelving, Hidden drawer storage within console's center, Cut-outs for cord management, Soft-close doors, Custom brushed gold-tone metal hardware, Hutch can accommodate non-swiveling TV mounts, tested at 150lbs.",,,90 in.,18 in.,84 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/files/ASC_90-2-DCH-SET_angle_silo_2048x.jpg?v=1706565204,https://parker-house.com/cdn/shop/files/ASC_90-2-DCH_front_open_silo_2048x.jpg?v=1706565204,https://parker-house.com/cdn/shop/files/ASC_90_detail_2048x.jpg?v=1706565204,https://parker-house.com/cdn/shop/files/ASC_90-2-DCH-SET_angle_front_silo_2048x.jpg?v=1706565204,https://parker-house.com/cdn/shop/files/ASC_90-2-DCH-SET_angle_side_silo_2048x.jpg?v=1706565204,https://parker-house.com/cdn/shop/files/Ascent_Lam-1_2048x.jpg?v=1717023244,https://parker-house.com/cdn/shop/files/ASC_90-2-DCH_angle_silo_2048x.jpg?v=1706565204,https://parker-house.com/cdn/shop/files/ASC_90-2-DCH-SET_front_room_4c4035b5-0801-43a5-9fc4-677d18479fc1_2048x.jpg?v=1702507081,https://parker-house.com/cdn/shop/files/ASC_90-2-DCH-SET_angle_tv_silo_standard_2048x.jpg?v=1706565204,https://parker-house.com/cdn/shop/files/Ascent_Lam-2_2048x.jpg?v=1717023244,,,,,,Set Includes:,Set Includes:,,,,,,,Normal,https://parker-house.com/collections/entertainment-walls/products/asc-90-2-dch-set
BEL#700-4,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, Entertainment Walls,Vintage Sienna,,,Poplar Solids / Birch Veneers,,,,,,,,,,,,,,,,,,"Hand-applied wood stain Multi-step finish, Energy-efficient LED lighting with 3-way touch dimmer button, Winged backpanel covers the wall behind the TV, Levelers included to easily level and align your furniture, Slots in Backpanel designed for ventilation and Cord Management, Dovetail joinery with ball bearing glides, Glass door(s) with wood trim, Storage Drawer(s), Each piece of Parker House furniture is unique and features slightly different colorations. Finish colors vary depending on the screen used for viewing. The best way to ensure your furniture matches your expectations is to see it (or a swatch) in person.",,,125 in.,21 in.,90 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/products/BEL_700-4_room_2048x.jpg?v=1711476378,https://parker-house.com/cdn/shop/products/BEL_LAM_sm_9ff65ae6-1bed-4b9a-8cfa-f8f5623286b4_2048x.jpg?v=1670260299,https://parker-house.com/cdn/shop/products/BEL700-4-dim_2048x.png?v=1670260299,https://parker-house.com/cdn/shop/products/BEL700-4-dim_d4c10ade-d721-4c4c-a9d3-b42af381ca2b_2048x.png?v=1670260299,https://parker-house.com/cdn/shop/products/TV_Size_Guide_89acaa26-f144-42b8-ad2e-61e6a64c9c72_2048x.jpg?v=1670260299,,,,,,,,,,,"Traditional at heart, this four-piece Estate Wall from the Bella collection lets you create your home your way. A rich, hand-applied wood stain in Vintage Sienna highlights this media center's fluted columns, classic lines and carved detailing. Combining all the functionality of a modern entertainment console with beautiful glass-door cabinets and LED-lit display shelves, this estate wall has it all.","Traditional at heart, this four-piece Estate Wall from the Bella collection lets you create your home your way. A rich, hand-applied wood stain in Vintage Sienna highlights this media center's fluted columns, classic lines and carved detailing. Combining all the functionality of a modern entertainment console with beautiful glass-door cabinets and LED-lit display shelves, this estate wall has it all.",,,,,,,Normal,https://parker-house.com/collections/entertainment-walls/products/bel-700-4
CAP#163-3,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, Entertainment Walls,Vintage White,,,Poplar Solids / Birch Veneers,,,,,,,,,,,,,,,,,,"Fresh white finish complements all interior décor styles, Removable magnetic base and top moldings easily convert this piece from a freestanding console to a complete entertainment wall, 63"" center console is designed to accommodate up to a 60-inch TV, Optional winged side and top back panel., Upper wood shelf adjusts to accommodate TV height and width, Glass doors add tasteful sophistication while highlighting interior contents, Energy-efficient lighting with 3-way touch dimmer on hinge highlights books and treasures, Bun feet can be removed to customize the look for different style applications, Center sound bar opening features recessed divider that provides support and creates flexible spaces for other components, Each piece of Parker House Furniture is unique and features slightly different colorations. Finish colors vary depending on the screen used for viewing. The best way to ensure your furniture matches your expectations is to see it (or a swatch) in person, Adjustable wood and glass shelves for design flexibility, English dovetail drawer construction for durability, Full-extension drawers are supported by ball-bearing glides, Delivers a variety of storage options with both open and closed areas behind multiple doors and drawers",,,110.25 in.,17 in.,83 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/files/CapeCod_163-3_dims_cee6fe9e-c436-498d-b506-73770c4ac40d_2048x.jpg?v=1699903005,https://parker-house.com/cdn/shop/files/CAP_163-3_silo_6df71877-2bd9-4941-b29e-c23f80cf694e_2048x.jpg?v=1699903005,https://parker-house.com/cdn/shop/files/CAP_LAM_sm_2048x.jpg?v=1723756472,https://parker-house.com/cdn/shop/files/TV_Size_Guide-60in_TVconsole_2c0fc6d1-d6d0-4304-80b3-478db6801b17_2048x.jpg?v=1712767053,https://parker-house.com/cdn/shop/files/CAP_163-3_TV_room_TV_on_9217de8c-c6f4-416f-acd3-4c1243cd885e_2048x.jpg?v=1705356050,,,,,,,,,,,"Brighten your nest with this beautiful four-piece Entertainment Wall from the Cape Cod collection. Perfect for displaying your television and electronics, this ensemble in a Vintage White finish creates a true focal point in the room while offering generous storage and display options. Energy-efficient lighting highlights your favorite treasures while glass doors add a touch of elegance.","Brighten your nest with this beautiful four-piece Entertainment Wall from the Cape Cod collection. Perfect for displaying your television and electronics, this ensemble in a Vintage White finish creates a true focal point in the room while offering generous storage and display options. Energy-efficient lighting highlights your favorite treasures while glass doors add a touch of elegance.",,,,,,,Normal,https://parker-house.com/collections/entertainment-walls/products/cap-163-3
CAP#176-3,,,,,Parker House,,,,,,,,,,,,,,,,Living Room,Entertainment,,,,, Entertainment Walls,Vintage White,,,Poplar Solids / Birch Veneers,,,,,,,,,,,,,,,,,,"Fresh white finish complements all interior décor styles, Removable magnetic base and top moldings easily convert this piece from a freestanding console to a complete entertainment wall, 76"" center console is designed to accommodate up to an 60-inch TV, Optional winged side and top back panel., Upper wood shelf adjusts to accommodate TV height and width, Glass doors add tasteful sophistication while highlighting interior contents, Energy-efficient lighting with 3-way touch dimmer on hinge highlights books and treasures, Bun feet can be removed to customize the look for different style applications, Center sound bar opening features recessed divider that provides support and creates flexible spaces for other components, Each piece of Parker House Furniture is unique and features slightly different colorations. Finish colors vary depending on the screen used for viewing. The best way to ensure your furniture matches your expectations is to see it (or a swatch) in person, Adjustable wood and glass shelves for design flexibility, English dovetail drawer construction for durability, Full-extension drawers are supported by ball-bearing glides, Delivers a variety of storage options with both open and closed areas behind multiple doors and drawers",,,123 in.,17 in.,83 in.,,,,,,,,,,,,,,,,,,,,,,,https://parker-house.com/cdn/shop/products/TV_Size_Guide_571214a0-9e08-4a55-8d4f-40c957e3f1f7_2048x.jpg?v=1699904701,https://parker-house.com/cdn/shop/files/CAP_176-3_room_2048x.jpg?v=1699904701,https://parker-house.com/cdn/shop/files/TV_Size_Guide-60in_TVconsole_58e20344-4852-4f06-bb6f-a03759114c5f_2048x.jpg?v=1712767123,https://parker-house.com/cdn/shop/files/CAP_LAM_sm_2048x.jpg?v=1723756472,https://parker-house.com/cdn/shop/products/CAP176-3-dim_2048x.jpg?v=1699904701,https://parker-house.com/cdn/shop/files/CAP_176-3_silo_a9baa844-3310-4f45-b133-8523d41db6bb_2048x.jpg?v=1699904762,https://parker-house.com/cdn/shop/files/CAP_176-3_TV_room_6920381b-633b-4aeb-bf29-b091e9cefaef_2048x.jpg?v=1699904701,,,,,,,,,"Brighten your nest with this beautiful four-piece Entertainment Wall from the Cape Cod collection. Perfect for displaying your television and electronics, this ensemble in a Vintage White finish creates a true focal point in the room while offering generous storage and display options. Energy-efficient lighting highlights your favorite treasures while glass doors add a touch of elegance.","Brighten your nest with this beautiful four-piece Entertainment Wall from the Cape Cod collection. Perfect for displaying your television and electronics, this ensemble in a Vintage White finish creates a true focal point in the room while offering generous storage and display options. Energy-efficient lighting highlights your favorite treasures while glass doors add a touch of elegance.",,,,,,,Normal,https://parker-house.com/collections/entertainment-walls/products/cap-176-3
